title_word_count,text_richness,title_to_abstract_ratio,abstract_word_count,concept_count,keyword_count,recency_score,text_length_category,abstract_keyword_overlap,oa_category
12,0.0933,0.0918,150,7,7,0.6667,2,1,partially_open
17,0.1131,0.0864,221,14,11,0.3333,3,1,fully_open
10,0.1586,0.08,145,12,11,0,2,1,closed
8,0.1574,0.048,216,18,16,0,3,0,fully_open
16,0.2009,0.0865,219,26,18,0,2,0,partially_open
12,0.096,0.0677,198,11,8,0.6667,2,1,fully_open
13,0.2248,0.108,129,16,13,0,2,1,partially_open
8,0.0929,0.0459,183,10,7,0,2,0,fully_open
9,0.0441,0.0484,227,5,5,0,3,1,partially_open
4,0.05,0.0182,200,6,4,0.6667,2,1,partially_open
15,0.0323,0.0667,248,4,4,0.6667,3,1,fully_open
6,0.1212,0.0356,165,11,9,0.3333,2,1,partially_open
7,0.1156,0.0304,199,12,11,0.3333,2,1,partially_open
8,0.1097,0.0396,237,14,12,0,3,1,partially_open
9,0.1173,0.0748,196,13,10,0,2,1,closed
11,0.1852,0.1165,135,13,12,0,2,1,partially_open
15,0.1333,0.0944,180,12,12,0,2,1,fully_open
11,0.0702,0.0502,242,9,8,0.6667,3,1,closed
13,0.1451,0.0836,193,16,12,0.3333,2,1,partially_open
11,0.1953,0.0563,215,22,20,0.3333,2,1,partially_open
9,0.1429,0.0541,182,15,11,0,2,1,fully_open
6,0.1006,0.0425,159,8,8,0,2,1,partially_open
13,0.3172,0.0889,145,26,20,0.3333,2,1,fully_open
13,0.172,0.0861,157,16,11,0.3333,2,1,fully_open
6,0.1292,0.0335,240,17,14,0,3,0,closed
10,0.1115,0.0335,269,16,14,0,3,1,partially_open
9,0.1146,0.0533,192,11,11,0,2,1,fully_open
9,0.177,0.0326,243,26,17,0.3333,3,1,fully_open
10,0.1579,0.0414,209,18,15,0,2,0,closed
13,0.0893,0.041,347,16,15,0,3,1,fully_open
14,0.1772,0.0926,158,16,12,0,2,1,partially_open
6,0.1437,0.0429,167,14,10,0,2,1,partially_open
7,0.1179,0.0516,195,13,10,0,2,1,closed
9,0.1905,0.0484,210,22,18,0,3,1,closed
11,0.1128,0.0476,195,12,10,0,2,0,partially_open
6,0.1328,0.0314,241,16,16,0,3,1,closed
12,0.087,0.0425,322,16,12,0,3,1,fully_open
7,0.21,0.0679,100,12,9,0,2,1,fully_open
9,0.1213,0.0331,239,19,10,0.6667,3,1,closed
17,0.0975,0.0639,236,12,11,0.6667,3,0,partially_open
17,0.1749,0.1043,183,18,14,0.3333,2,1,fully_open
5,0.6286,0.1573,35,13,9,0.3333,1,1,closed
19,1.9333,0.9032,15,15,14,0.3333,1,1,fully_open
10,0.0683,0.0275,410,15,13,0,3,1,partially_open
10,0.2455,0.0694,167,24,17,0,2,0,partially_open
14,0.1706,0.122,170,18,11,0.3333,2,1,closed
11,0.2,0.0711,165,18,15,0,2,1,partially_open
8,0.0918,0.0422,196,9,9,0.6667,2,0,closed
12,0.8,0.4766,30,14,10,0,1,1,closed
11,0.1336,0.0463,262,20,15,0,3,1,fully_open
15,0.1465,0.0816,157,12,11,0.6667,2,0,closed
9,0.0757,0.0567,185,8,6,0.6667,2,1,partially_open
7,0.125,0.0359,184,13,10,0.3333,2,1,partially_open
9,0.3065,0.087,124,22,16,0.3333,2,1,fully_open
12,0.1872,0.0746,187,22,13,0.3333,2,1,partially_open
7,0.1106,0.0386,208,14,9,0.3333,3,1,fully_open
17,0.0978,0.1052,184,10,8,0.3333,2,1,fully_open
3,0.1701,0.0192,241,24,17,0,3,0,closed
14,0.2327,0.0778,202,28,19,0,2,1,partially_open
9,0.088,0.0394,250,12,10,0,3,1,fully_open
17,0.1687,0.119,166,15,13,0.3333,2,1,fully_open
18,0.0806,0.0944,211,9,8,0,2,0,closed
16,0.1225,0.0611,253,17,14,0,3,1,fully_open
3,0.0854,0.0184,199,11,6,0,3,1,closed
12,0.28,0.0892,150,24,18,0,2,1,fully_open
15,0.212,0.0772,184,21,18,0,2,1,closed
11,0.0596,0.0521,235,7,7,0,2,1,fully_open
8,0.1971,0.0776,137,14,13,1,2,1,partially_open
3,0.0933,0.0149,225,13,8,0.3333,3,1,closed
10,0.191,0.045,199,21,17,0.3333,2,0,fully_open
11,0.1462,0.0555,212,19,12,0.3333,3,0,closed
12,0.2031,0.0584,192,23,16,0.3333,3,1,closed
4,0.1164,0.0185,189,12,10,0.3333,2,1,partially_open
15,0.1447,0.0967,152,12,10,0.3333,2,0,fully_open
7,0.2036,0.033,221,26,19,0.3333,3,0,fully_open
15,0.0966,0.0523,290,17,11,0.3333,3,0,fully_open
9,0.159,0.0455,195,23,8,0,2,1,partially_open
10,0.1813,0.0581,193,19,16,0,2,1,fully_open
10,0.1652,0.0466,224,21,16,0,3,0,partially_open
10,0.2585,0.0765,147,22,16,0,2,0,fully_open
9,0.0681,0.0372,235,9,7,0.6667,3,0,closed
8,0.1538,0.0495,156,14,10,0.3333,2,1,closed
20,0.149,0.0592,302,25,20,0,3,1,fully_open
12,0.0817,0.0335,404,18,15,0.6667,3,1,fully_open
13,0.2078,0.0859,154,18,14,0.3333,2,1,fully_open
9,0.2596,0.1044,104,15,12,0.3333,2,0,partially_open
15,0.1964,0.1052,168,18,15,0,2,1,fully_open
12,0.1082,0.0501,268,18,11,0,3,1,closed
6,0.3077,0.3011,26,4,4,0,1,1,partially_open
10,0.0398,0.0377,251,5,5,1,3,1,fully_open
7,0.15,0.0682,120,10,8,0.6667,2,1,fully_open
4,0.129,0.0308,155,11,9,0.3333,2,0,partially_open
20,0.1526,0.1021,190,17,12,0.3333,2,1,fully_open
13,0.0956,0.0469,293,17,11,0,3,1,fully_open
10,0.2824,0.0859,131,23,14,0,2,1,fully_open
8,0.2443,0.0787,131,18,14,0,2,1,fully_open
14,0.1379,0.0644,232,19,13,0,3,0,closed
7,0.1624,0.0417,197,18,14,0.6667,3,1,partially_open
6,0.1522,0.0342,230,18,17,0.6667,3,1,partially_open
14,0.1127,0.0653,213,13,11,0.3333,2,1,fully_open
9,0.1603,0.0627,156,14,11,0.3333,2,1,closed
10,0.1847,0.0483,222,26,15,0,3,0,closed
11,0.22,0.0658,200,28,16,0,2,0,fully_open
9,0.2368,0.095,114,17,10,0,2,1,fully_open
14,0.1394,0.0732,208,15,14,0,2,1,partially_open
15,0.08,0.0659,200,10,6,0,3,1,fully_open
9,0.2941,0.0663,119,19,16,0,2,1,partially_open
10,0.2893,0.0559,159,27,19,0.6667,2,1,fully_open
11,0.1509,0.0867,159,13,11,0.3333,2,1,closed
9,0.1193,0.0552,176,12,9,0.3333,2,0,fully_open
10,0.1157,0.0328,242,14,14,0.3333,3,1,fully_open
10,0.0936,0.0391,267,14,11,0,3,1,partially_open
9,0.0794,0.0432,252,10,10,0,3,1,fully_open
8,0.0724,0.045,221,8,8,0.6667,3,0,partially_open
11,0.1304,0.0503,253,18,15,0.3333,3,1,closed
14,0.1235,0.0648,251,18,13,0,3,1,partially_open
10,0.2035,0.0693,172,18,17,0,2,1,closed
12,0.10780000000000001,0.0705,204,12,10,0,2,1,fully_open
11,0.2308,0.1191,117,14,13,0,2,1,fully_open
10,0.1198,0.0296,359,23,20,1,3,1,partially_open
10,0.1348,0.0402,267,20,16,0.3333,3,1,fully_open
6,0.2906,0.0524,117,19,15,0,2,0,closed
14,0.14,0.0954,150,11,10,0,2,0,partially_open
8,0.1169,0.0417,231,15,12,0.6667,3,1,fully_open
13,0.1182,0.0651,203,13,11,0.3333,2,1,partially_open
10,0.4133,0.1366,75,17,14,0.3333,2,1,partially_open
10,0.1263,0.0629,190,14,10,0,2,1,fully_open
6,0.2531,0.0478,162,22,19,0,2,0,partially_open
12,0.1467,0.0949,150,12,10,0,2,1,fully_open
16,0.1414,0.0884,198,16,12,0,2,1,closed
16,0.1022,0.0766,225,13,10,0,3,1,fully_open
14,0.2222,0.1031,135,19,11,0.6667,2,1,fully_open
9,0.2541,0.0863,122,17,14,0.3333,2,1,partially_open
7,0.0687,0.0255,291,10,10,0.3333,3,1,fully_open
9,0.1812,0.0838,138,15,10,0,2,1,fully_open
11,0.1658,0.068,187,17,14,0,2,1,partially_open
19,0.1033,0.0608,300,18,13,0.6667,3,1,fully_open
9,0.1523,0.038,243,23,14,0.3333,3,1,fully_open
16,0.255,0.10780000000000001,149,22,16,0.3333,2,0,partially_open
10,0.1812,0.0868,149,15,12,0.3333,2,1,fully_open
9,0.05,0.0418,200,5,5,0,2,1,fully_open
14,0.1333,0.0894,150,10,10,0,2,1,partially_open
12,0.2308,0.0701,156,22,14,0,2,1,closed
14,0.141,0.0652,227,18,14,0,3,1,fully_open
10,0.0697,0.0505,201,7,7,0.3333,2,1,partially_open
16,0.1181,0.1373,144,9,8,0.3333,2,1,partially_open
11,0.1788,0.0912,151,17,10,0.3333,2,1,fully_open
6,0.1339,0.0304,224,18,12,0.3333,3,1,closed
10,0.1529,0.0656,157,12,12,0.3333,2,0,fully_open
10,0.2963,0.089,108,18,14,0,2,1,partially_open
6,0.3103,0.066,116,19,17,0,2,1,closed
9,0.12,0.0689,150,9,9,0,2,1,closed
14,0.1857,0.0598,237,25,19,0,3,0,partially_open
13,0.099,0.055,192,10,9,0.6667,2,1,fully_open
8,0.0705,0.0417,227,8,8,0.3333,3,1,fully_open
14,0.0541,0.0802,185,5,5,0.3333,2,1,fully_open
12,0.2362,0.0562,199,27,20,0.3333,2,1,fully_open
20,0.1508,0.0936,252,20,18,0,3,1,fully_open
9,0.0944,0.049,180,9,8,0,2,1,partially_open
7,0.1616,0.0468,198,17,15,0.6667,3,1,partially_open
8,0.1367,0.0839,139,11,8,0.3333,2,1,closed
9,0.1105,0.0527,181,11,9,0.3333,2,1,partially_open
4,0.0955,0.012,335,17,15,0,3,0,closed
8,0.1756,0.0399,205,20,16,0,2,0,partially_open
9,0.1224,0.0493,196,13,11,0,2,1,fully_open
10,0.2593,0.0971,108,16,12,0,2,1,partially_open
13,0.1289,0.0737,194,14,11,0,3,1,fully_open
9,0.1343,0.0709,134,9,9,0,2,1,fully_open
8,0.21,0.0428,200,25,17,0.6667,2,1,partially_open
9,0.0911,0.0218,384,21,14,0.3333,3,1,partially_open
7,0.3579,0.0734,95,20,14,0.3333,2,1,fully_open
6,0.1973,0.0428,147,16,13,0.3333,2,0,fully_open
15,0.1558,0.0921,199,17,14,0,2,1,closed
9,0.1712,0.0683,146,16,9,0,2,0,closed
6,0.2324,0.0434,142,18,15,0,2,1,closed
13,0.1439,0.1088,139,11,9,0,2,0,partially_open
16,0.1025,0.0688,244,14,11,0,3,1,fully_open
9,0.2578,0.0844,128,19,14,0,2,1,closed
16,0.1212,0.0712,231,16,12,0,3,1,partially_open
8,0.1138,0.0467,246,17,11,0,3,1,fully_open
15,0.0726,0.0789,179,7,6,0.6667,2,1,fully_open
6,0.3154,0.0549,130,22,19,0.6667,2,0,partially_open
5,0.213,0.0398,169,19,17,0.3333,2,0,fully_open
9,0.146,0.0558,137,10,10,0,2,1,closed
13,0.2677,0.0744,198,28,25,0,2,1,closed
14,0.1735,0.0984,196,19,15,0,2,1,partially_open
12,0.1388,0.0382,317,22,22,0.3333,3,1,partially_open
12,0.081,0.0442,247,11,9,0.3333,3,0,fully_open
12,0.2061,0.0866,131,16,11,0,2,1,fully_open
10,0.0885,0.0381,260,14,9,0,3,1,fully_open
9,0.1077,0.0566,195,12,9,0,3,0,partially_open
10,0.2013,0.0632,159,17,15,0.6667,2,1,partially_open
13,0.0598,0.0721,184,6,5,0.6667,2,1,fully_open
17,0.1348,0.0783,230,18,13,0.3333,3,1,fully_open
24,0.1111,0.13,198,13,9,0.3333,2,1,fully_open
8,0.197,0.0553,198,23,16,0.3333,2,0,fully_open
20,0.1212,0.0823,264,18,14,0.3333,3,1,partially_open
15,0.25,0.0921,148,19,18,0,2,1,fully_open
10,0.12,0.0447,200,13,11,0,2,1,partially_open
15,0.2204,0.0836,186,24,17,0,2,0,closed
9,0.3714,0.0945,105,22,17,0,2,1,partially_open
16,0.2064,0.0822,218,25,20,0,3,1,closed
15,0.0655,0.0684,229,8,7,0.6667,3,1,fully_open
17,0.0418,0.0834,239,5,5,0.3333,3,1,fully_open
13,0.0423,0.0326,449,11,8,0.3333,3,0,fully_open
11,0.0612,0.0456,294,10,8,0.3333,3,1,fully_open
7,0.3043,0.0753,115,20,15,0,2,1,partially_open
14,0.1282,0.049,273,19,16,0.3333,3,1,fully_open
13,0.1691,0.0823,136,13,10,0.3333,2,1,partially_open
16,0.0647,0.0512,340,12,10,0.3333,3,0,fully_open
8,0.4286,0.1156,77,20,13,0,2,0,partially_open
12,1.8,0.6752,15,14,13,0,1,1,partially_open
8,0.0326,0.045,184,3,3,0,2,1,closed
4,0.2719,0.0458,114,16,15,0,2,1,partially_open
7,0.1894,0.0615,132,14,11,0,2,1,closed
9,0.0799,0.0328,313,13,12,0,3,1,fully_open
15,0.1199,0.0701,267,18,14,0.3333,3,1,partially_open
12,0.0729,0.0414,247,9,9,0.3333,3,1,partially_open
14,0.1111,0.0898,153,9,8,0.3333,2,1,fully_open
10,0.1198,0.0487,217,13,13,0.3333,3,1,partially_open
8,0.1789,0.0411,218,22,17,0,3,0,partially_open
7,0.2345,0.0527,145,20,14,0,2,0,fully_open
12,0.1397,0.0679,179,14,11,0,2,1,partially_open
11,0.15310000000000001,0.0615,196,18,12,0.3333,2,1,partially_open
10,0.0761,0.0618,184,7,7,0.3333,2,0,fully_open
15,0.2044,0.0921,181,21,16,0.3333,2,1,partially_open
14,0.0694,0.0758,173,8,4,0.3333,2,1,fully_open
11,0.0842,0.0594,273,13,10,0,3,1,partially_open
17,0.1884,0.1015,207,22,17,0,3,1,fully_open
21,0.09,0.052,389,20,15,0,3,1,partially_open
9,0.2,0.0527,195,24,15,0,2,1,partially_open
6,0.3014,0.05,146,24,20,0,2,1,partially_open
19,0.127,0.0989,189,14,10,0,2,1,fully_open
18,0.2222,0.1085,162,21,15,0,2,1,closed
14,0.1295,0.0694,193,14,11,0,2,1,fully_open
7,0.2302,0.0638,139,18,14,0.6667,2,1,partially_open
12,0.0809,0.04,346,14,14,0.3333,3,1,fully_open
17,0.0984,0.0814,244,13,11,0.3333,3,1,partially_open
14,0.1449,0.1209,138,12,8,0.3333,2,1,fully_open
4,0.1569,0.0373,153,13,11,0.3333,2,1,closed
13,0.1331,0.0516,248,18,15,0,3,1,fully_open
11,0.2202,0.0729,168,21,16,0,2,1,fully_open
12,0.1168,0.0591,197,12,11,0.6667,2,1,partially_open
3,0.2222,0.0311,144,17,15,0.3333,2,1,fully_open
15,0.1327,0.0728,196,14,12,0.3333,2,1,partially_open
9,0.1227,0.0687,163,10,10,0,2,1,fully_open
7,0.086,0.0422,221,10,9,0,3,0,closed
9,0.1577,0.0487,241,20,18,0,3,1,closed
10,0.0917,0.0557,218,12,8,0.3333,3,1,fully_open
22,0.1979,0.1537,192,22,16,0.3333,2,1,partially_open
7,0.1897,0.0667,116,12,10,0.3333,2,1,fully_open
3,0.1206,0.0175,199,14,10,0.3333,2,1,partially_open
16,0.1059,0.0664,255,16,11,0.3333,3,1,fully_open
15,0.1224,0.0697,237,17,12,0,3,1,closed
17,0.102,0.0701,245,14,11,0,3,1,partially_open
11,0.2038,0.0827,157,17,15,0,2,1,partially_open
11,0.9787,0.2451,47,27,19,0,1,1,closed
11,0.184,0.0823,163,16,14,0,2,1,fully_open
10,0.1722,0.0622,151,14,12,0.3333,2,0,partially_open
9,0.0859,0.0666,163,7,7,0,2,1,fully_open
17,0.1235,0.1198,170,12,9,0,2,1,fully_open
15,0.2117,0.0596,222,28,19,0,2,1,partially_open
9,0.16,0.0621,200,19,13,0,2,0,partially_open
10,0.382,0.1278,89,20,14,0,2,1,closed
4,0.2239,0.0396,134,16,14,0.3333,2,0,fully_open
13,0.0361,0.0817,166,3,3,0.3333,2,1,partially_open
10,0.0838,0.0302,394,18,15,0.3333,3,1,partially_open
12,0.1031,0.0661,194,12,8,0.3333,3,1,closed
6,0.0718,0.0432,209,8,7,0,2,1,closed
5,0.3077,0.0526,104,19,13,0,2,1,closed
8,0.1481,0.0582,135,11,9,0,2,1,fully_open
12,0.0704,0.0464,270,11,8,0.6667,3,0,fully_open
13,0.1488,0.1164,121,10,8,0.3333,2,1,partially_open
6,0.0897,0.0302,223,11,9,0.3333,3,0,partially_open
13,0.0676,0.0664,222,8,7,0.3333,3,1,fully_open
9,0.055,0.0661,200,6,5,0,2,1,partially_open
11,0.2455,0.0665,167,22,19,0,2,1,partially_open
10,0.2365,0.0851,148,21,14,0,2,0,closed
11,0.0711,0.0517,225,8,8,0.3333,3,1,partially_open
13,0.0826,0.0377,339,16,12,0.3333,3,0,closed
9,0.1166,0.062,163,11,8,0,2,1,fully_open
10,0.1468,0.0837,109,10,6,0,2,0,partially_open
12,0.1129,0.0795,186,11,10,0,2,1,fully_open
4,0.087,0.0379,184,8,8,0,2,1,closed
8,0.0374,0.0892,107,2,2,0,2,1,fully_open
15,0.0817,0.0694,208,9,8,0.6667,3,0,closed
8,0.1639,0.0485,183,18,12,0.3333,2,1,fully_open
12,0.2126,0.0896,127,14,13,0.3333,2,1,partially_open
13,0.1343,0.0675,216,17,12,0.3333,3,1,closed
23,0.1867,0.1903,150,15,13,0,2,1,fully_open
15,0.18,0.1135,150,16,11,0,2,1,partially_open
9,0.122,0.0581,164,11,9,0,2,0,partially_open
11,0.1739,0.0872,161,15,13,0.3333,2,1,fully_open
13,0.2159,0.061,176,21,17,0.3333,2,1,partially_open
9,0.2639,0.0663,144,19,19,0.3333,2,0,fully_open
13,0.1535,0.074,215,19,14,0.3333,2,1,partially_open
5,0.1585,0.0257,183,18,11,0.3333,2,0,fully_open
18,0.084,0.0806,238,10,10,0.3333,3,1,fully_open
13,0.1141,0.0529,263,15,15,0,3,1,fully_open
12,0.1698,0.0811,159,15,12,0,2,1,fully_open
6,0.1411,0.0426,163,12,11,0,2,1,closed
7,0.1607,0.0461,168,15,12,0,2,1,closed
14,0.0673,0.0472,312,12,9,0,3,1,closed
10,0.0931,0.0654,204,10,9,0,3,1,closed
10,0.053,0.029,302,8,8,0,3,1,fully_open
12,0.0723,0.0526,249,10,8,0.6667,3,1,fully_open
10,0.2756,0.08,156,23,20,0,2,1,fully_open
14,0.0482,0.0404,332,8,8,0,3,1,closed
12,0.0536,0.0441,280,8,7,0,3,0,partially_open
10,0.1783,0.0576,230,26,15,0.3333,3,1,fully_open
4,0.2403,0.0421,129,17,14,0.3333,2,0,partially_open
8,0.1391,0.0366,230,16,16,0.3333,3,1,closed
12,0.1049,0.0482,267,17,11,0,3,1,fully_open
15,0.119,0.0818,210,15,10,0,3,0,closed
10,0.0776,0.0529,219,9,8,0,2,1,partially_open
11,0.0949,0.0528,253,12,12,0,3,1,partially_open
10,0.2372,0.0658,156,21,16,0.6667,2,1,fully_open
16,0.1901,0.1015,142,14,13,0.6667,2,1,fully_open
6,0.1401,0.0411,157,12,10,0.3333,2,1,partially_open
15,0.0847,0.0688,189,8,8,0.3333,2,1,partially_open
10,0.1899,0.0499,179,21,13,0.3333,2,1,partially_open
11,0.2421,0.1304,95,12,11,0,2,1,closed
16,0.1295,0.0736,193,13,12,0,2,1,fully_open
15,0.072,0.0453,389,16,12,0,3,1,closed
13,0.1773,0.085,141,15,10,0,2,1,fully_open
11,0.1895,0.0664,190,21,15,0,2,1,fully_open
7,0.0888,0.0382,214,10,9,0,3,1,closed
8,0.1154,0.0537,182,11,10,0,2,0,partially_open
9,0.1739,0.0702,161,15,13,0,2,1,fully_open
17,0.2293,0.0984,157,20,16,0,2,1,partially_open
14,0.119,0.0976,168,11,9,0.6667,2,1,partially_open
8,0.2909,0.0998,110,17,15,0.6667,2,1,closed
3,0.132,0.0232,250,17,16,0.3333,3,1,partially_open
21,0.2816,0.1233,174,28,21,0.3333,2,1,partially_open
6,0.1317,0.0394,205,20,7,0,2,1,closed
14,0.10780000000000001,0.0704,232,13,12,0,3,1,fully_open
5,0.0933,0.0201,375,19,16,0,3,0,partially_open
15,0.1296,0.0654,247,18,14,0,3,1,fully_open
18,0.1579,0.0912,190,18,12,0,2,0,partially_open
9,0.066,0.0572,212,7,7,0.3333,3,0,closed
10,0.097,0.0541,237,14,9,0.3333,3,1,closed
9,0.1261,0.0441,230,17,12,0.3333,3,1,fully_open
13,0.1315,0.0417,327,23,20,0.3333,3,1,fully_open
9,0.1969,0.0464,193,20,18,0.3333,2,1,fully_open
11,0.0432,0.0383,324,7,7,0.3333,3,1,partially_open
9,0.0942,0.0447,191,10,8,0.3333,2,1,closed
11,0.0983,0.0496,234,13,10,0,3,1,closed
19,0.0925,0.103,173,8,8,0,2,1,fully_open
9,0.0734,0.0472,218,8,8,0.6667,3,1,partially_open
20,0.1477,0.1266,149,12,10,0.6667,2,1,fully_open
14,0.1649,0.0753,194,17,15,0.3333,2,1,closed
14,0.1572,0.0711,229,20,16,0.3333,2,1,fully_open
12,0.1984,0.0511,252,29,21,0.3333,3,1,fully_open
8,0.105,0.0456,200,11,10,0,2,1,partially_open
3,0.3404,0.0271,94,17,15,0,2,0,closed
10,0.1864,0.0652,177,18,15,0,2,0,fully_open
10,0.3506,0.1057,77,14,13,0,2,1,partially_open
11,0.1156,0.0446,294,19,15,0.6667,3,1,partially_open
20,0.1342,0.1465,149,10,10,0.6667,2,1,closed
16,0.0749,0.0809,227,9,8,0.3333,2,1,partially_open
11,0.2131,0.0997,122,15,11,0.3333,2,1,fully_open
12,0.1935,0.1159,93,10,8,0.3333,2,1,partially_open
12,0.1494,0.0515,174,13,13,0,2,1,partially_open
7,0.1528,0.0333,216,20,13,0,3,0,partially_open
9,0.126,0.0384,246,18,13,0.6667,3,1,fully_open
9,0.0749,0.0399,227,9,8,0.6667,3,1,closed
17,0.0403,0.0683,248,6,4,0.6667,3,1,fully_open
10,0.1429,0.0507,231,18,15,0.3333,3,1,fully_open
14,0.1026,0.0744,195,11,9,0.3333,2,1,closed
15,0.1875,0.0806,208,23,16,0,2,0,partially_open
7,0.141,0.0618,156,12,10,0,2,0,closed
11,0.0737,0.0365,312,12,11,0,3,1,fully_open
11,0.1176,0.0482,238,18,10,0.3333,3,1,closed
11,0.1353,0.0614,170,12,11,0.3333,2,1,fully_open
14,0.0473,0.0431,402,12,7,0.3333,3,1,partially_open
8,0.1929,0.0517,140,14,13,0.3333,2,1,fully_open
10,0.2017,0.0767,119,14,10,0.3333,2,1,partially_open
16,0.1103,0.0573,272,17,13,0.3333,3,0,closed
10,0.161,0.0466,205,21,12,0.3333,2,0,fully_open
13,0.1579,0.0807,209,18,15,0,2,1,fully_open
15,0.1165,0.0824,206,13,11,0,3,1,closed
9,0.1507,0.0587,146,11,11,0,2,0,fully_open
8,0.0602,0.0299,349,12,9,0,3,0,closed
12,0.1357,0.0818,199,14,13,0,3,1,closed
10,0.0905,0.0497,221,11,9,0,3,1,closed
13,0.2065,0.0763,155,18,14,0,2,1,partially_open
5,0.145,0.0316,200,16,13,0,2,1,closed
14,0.4464,0.252,56,14,11,0.6667,1,0,partially_open
9,0.1341,0.0598,179,13,11,0.3333,2,1,closed
16,0.1667,0.084,198,25,8,0,2,0,partially_open
6,0.096,0.0172,323,19,12,0,3,1,partially_open
12,0.1648,0.0785,182,17,13,0,2,1,closed
14,0.1529,0.0818,170,16,10,0.6667,2,1,partially_open
12,0.0851,0.0324,388,19,14,0.6667,3,0,partially_open
9,0.2083,0.0636,144,15,15,0.6667,2,1,partially_open
13,0.1386,0.0946,166,13,10,0.3333,2,1,fully_open
5,0.1388,0.0303,245,20,14,0.3333,3,0,closed
8,0.2654,0.0646,162,24,19,0.3333,2,1,fully_open
10,0.1786,0.0843,140,14,11,0,2,1,fully_open
8,0.1359,0.0699,184,16,9,0,2,1,fully_open
14,0.1325,0.0614,249,17,16,0,3,1,fully_open
6,0.252,0.0561,123,18,13,0,2,1,fully_open
7,0.1359,0.0465,184,15,10,0.3333,2,1,fully_open
8,0.2381,0.0854,126,17,13,0,2,1,fully_open
12,0.2752,0.0953,149,22,19,0,2,1,closed
7,0.1298,0.0381,208,16,11,0,2,1,closed
7,0.1678,0.0614,143,12,12,0,2,1,fully_open
15,0.0757,0.0709,251,10,9,0,3,1,closed
14,0.1573,0.0921,178,16,12,0.6667,2,1,closed
9,0.3413,0.0741,126,23,20,0.3333,2,0,closed
15,0.1606,0.0862,193,19,12,0.3333,2,1,fully_open
12,0.1707,0.0752,164,16,12,0.3333,2,1,fully_open
8,0.2368,0.0443,152,19,17,0.3333,2,0,partially_open
15,0.0796,0.0758,226,10,8,0.3333,3,1,closed
17,0.1494,0.0732,261,22,17,0,3,1,closed
14,0.28,0.1279,150,24,18,0,2,1,fully_open
9,0.2222,0.1013,117,13,13,0,2,1,closed
8,0.1649,0.0441,188,19,12,0,2,1,partially_open
12,0.1079,0.0454,241,14,12,0.6667,3,1,partially_open
10,0.0505,0.0592,198,5,5,0.6667,3,1,fully_open
15,0.1718,0.0855,163,15,13,0.3333,2,1,fully_open
9,0.1385,0.0412,231,17,15,0.3333,3,1,partially_open
13,0.1965,0.0746,173,20,14,0,2,1,fully_open
6,0.2133,0.1017,75,9,7,0,2,0,fully_open
7,0.2,0.0374,155,18,13,0,2,1,fully_open
14,0.1085,0.047,212,12,11,0,2,0,partially_open
15,0.2672,0.1293,131,18,17,0,2,1,closed
12,0.0827,0.049,266,11,11,0,3,1,closed
4,0.2051,0.0282,156,18,14,0,2,0,partially_open
9,0.1179,0.055,195,12,11,0.6667,2,1,partially_open
14,0.0617,0.0422,389,13,11,0.6667,3,0,partially_open
11,0.1893,0.0641,169,19,13,0.3333,2,0,closed
6,0.0508,0.0896,118,3,3,0.3333,2,1,fully_open
15,0.0584,0.0417,445,15,11,0.3333,3,1,fully_open
7,0.3036,0.0735,112,18,16,0.3333,2,1,fully_open
14,0.2378,0.0988,143,21,13,0.3333,2,1,fully_open
8,0.1867,0.0579,166,23,8,0,2,1,partially_open
20,0.1616,0.10780000000000001,198,18,14,0,2,1,partially_open
15,0.1366,0.0936,161,11,11,0,2,1,partially_open
11,0.2303,0.0562,178,22,19,0,2,1,closed
6,0.224,0.0302,192,24,19,0,2,1,fully_open
18,0.0731,0.0769,260,10,9,0,3,1,fully_open
14,0.0885,0.0661,226,10,10,0,3,0,closed
13,0.092,0.0723,174,8,8,0.6667,2,1,closed
9,0.0671,0.0354,313,11,10,0.3333,3,1,fully_open
10,0.1809,0.0606,188,20,14,0.3333,2,0,fully_open
14,0.1016,0.0726,187,10,9,0.3333,2,1,fully_open
6,0.1925,0.0372,187,22,14,0.3333,2,0,partially_open
11,0.0838,0.059,191,8,8,0.3333,2,1,fully_open
9,0.1892,0.061,148,14,14,0,2,1,fully_open
13,0.1286,0.1019,140,10,8,0,2,1,partially_open
12,0.2568,0.0817,148,20,18,0,2,1,closed
7,0.3846,0.0728,104,23,17,0,2,1,fully_open
8,0.1604,0.0476,212,19,15,0,2,0,fully_open
8,0.0925,0.045,227,11,10,0,3,0,closed
14,0.1667,0.104,150,13,12,0.6667,2,1,fully_open
11,0.1786,0.0592,196,20,15,0.3333,2,1,fully_open
7,0.1105,0.0407,181,11,9,0.3333,2,1,partially_open
13,0.4242,0.1599,99,24,18,0.3333,2,1,closed
13,0.1597,0.0636,238,20,18,0,3,1,closed
12,0.312,0.1041,125,22,17,0,2,0,closed
8,0.1364,0.0432,198,15,12,0.3333,2,1,fully_open
13,0.1445,0.0777,173,13,12,0.3333,2,0,fully_open
15,0.2177,0.1112,147,18,14,0.3333,2,1,partially_open
10,0.1898,0.035,295,33,23,0,3,0,closed
11,0.1759,0.0582,199,21,14,0,2,1,partially_open
8,0.1905,0.0827,105,11,9,0,2,0,partially_open
11,0.1517,0.051,178,15,12,0,2,1,fully_open
