publication_year,paper_age,title_length,abstract_length,keyword_count,concept_count,has_doi,title_word_count,abstract_word_count,title_to_abstract_ratio,text_richness,recency_score,abstract_keyword_overlap,publication_year_norm,is_open_access_int,has_fulltext_int,oa_cat_fully_open,oa_cat_partially_open,oa_cat_closed,impact_tier
2024,2,112,1287,14,18,1,12,161,0.087,0.1988,0.6667,1,0.6667,1,0,1,0,0,high
2022,4,66,1082,10,17,1,10,162,0.061,0.1667,0,1,0,0,0,0,0,1,medium
2022,4,119,1018,9,14,1,14,157,0.1169,0.1465,0,1,0,1,1,1,0,0,medium
2023,3,100,1768,17,24,1,11,247,0.0566,0.166,0.3333,1,0.3333,1,1,0,1,0,high
2023,3,108,1690,15,23,1,14,232,0.0639,0.1638,0.3333,1,0.3333,1,1,1,0,0,high
2023,3,53,1163,15,17,1,7,161,0.0456,0.1988,0.3333,1,0.3333,1,0,0,1,0,high
2023,3,85,1301,15,25,1,12,185,0.0653,0.2162,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,24,740,6,6,1,2,104,0.0324,0.1154,0,1,0,0,0,0,0,1,medium
2023,3,116,1515,13,18,1,17,209,0.0766,0.1483,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,79,649,12,13,1,9,93,0.1217,0.2688,0,0,0,1,1,0,1,0,medium
2022,4,65,1703,6,6,1,9,246,0.0382,0.0488,0,1,0,1,1,1,0,0,medium
2024,2,125,3063,14,16,1,15,387,0.0408,0.0775,0.6667,0,0.6667,1,1,1,0,0,high
2023,3,38,1085,3,3,1,6,156,0.035,0.0385,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,66,1299,12,16,1,9,193,0.0508,0.1451,0,1,0,0,0,0,0,1,medium
2022,4,113,236,22,25,1,13,38,0.4788,1.2368,0,1,0,0,0,0,0,1,medium
2022,4,100,1273,13,17,1,10,170,0.0786,0.1765,0,1,0,0,0,0,0,1,medium
2023,3,59,1294,12,14,1,6,182,0.0456,0.1429,0.3333,1,0.3333,1,1,0,1,0,high
2023,3,87,690,12,15,1,10,97,0.1261,0.2784,0.3333,1,0.3333,1,1,1,0,0,high
2023,3,91,1523,17,21,1,13,217,0.0598,0.1751,0.3333,1,0.3333,1,1,1,0,0,high
2023,3,69,1679,12,19,1,8,239,0.0411,0.1297,0.3333,1,0.3333,0,0,0,0,1,high
2023,3,56,1272,13,14,1,8,187,0.044,0.1444,0.3333,0,0.3333,0,0,0,0,1,high
2023,3,53,2258,10,14,1,7,300,0.0235,0.08,0.3333,1,0.3333,1,1,1,0,0,high
2023,3,34,1048,13,15,1,4,158,0.0324,0.1772,0.3333,1,0.3333,1,0,0,1,0,high
2023,3,119,1557,13,18,1,18,216,0.0764,0.1435,0.3333,1,0.3333,0,0,0,0,1,high
2022,4,83,1017,13,20,1,11,139,0.0816,0.2374,0,1,0,0,0,0,0,1,medium
2023,3,90,1437,10,10,1,12,195,0.0626,0.1026,0.3333,1,0.3333,0,0,0,0,1,high
2022,4,89,1676,8,8,1,15,248,0.0531,0.0645,0,1,0,1,1,1,0,0,medium
2023,3,110,1241,15,19,1,17,178,0.0886,0.191,0.3333,0,0.3333,1,1,1,0,0,high
2022,4,108,1676,11,16,1,12,228,0.0644,0.1184,0,1,0,0,0,0,0,1,medium
2023,3,72,1288,12,17,1,8,169,0.0559,0.1716,0.3333,1,0.3333,0,0,0,0,1,high
2023,3,108,1451,13,13,1,17,216,0.0744,0.1204,0.3333,0,0.3333,0,0,0,0,1,high
2023,3,48,1621,12,15,1,7,224,0.0296,0.1205,0.3333,0,0.3333,1,1,1,0,0,high
2022,4,52,1363,12,15,1,8,197,0.0382,0.1371,0,1,0,1,1,0,1,0,medium
2022,4,65,1272,21,22,1,9,193,0.0511,0.2228,0,1,0,1,1,1,0,0,medium
2022,4,44,1354,11,22,1,7,202,0.0325,0.1634,0,0,0,0,0,0,0,1,medium
2024,2,61,2213,9,9,1,8,300,0.0276,0.06,0.6667,0,0.6667,1,1,1,0,0,high
2023,3,68,3286,13,18,1,9,470,0.0207,0.066,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,52,1246,8,12,1,7,173,0.0417,0.1156,0,0,0,1,1,0,1,0,medium
2022,4,64,1380,13,20,1,7,178,0.0464,0.1854,0,0,0,0,0,0,0,1,medium
2024,2,81,1164,4,4,1,10,160,0.0696,0.05,0.6667,1,0.6667,0,0,0,0,1,high
2022,4,90,1014,20,25,1,12,140,0.0888,0.3214,0,1,0,1,1,0,1,0,medium
2022,4,79,1676,11,17,1,8,233,0.0471,0.1202,0,1,0,1,1,0,1,0,medium
2024,2,104,1214,7,7,1,12,178,0.0857,0.0787,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,82,1762,11,14,1,12,237,0.0465,0.1055,0.3333,1,0.3333,1,1,1,0,0,high
2024,2,96,1761,4,5,1,11,240,0.0545,0.0375,0.6667,1,0.6667,1,0,0,1,0,high
2023,3,81,900,15,19,1,9,128,0.09,0.2656,0.3333,1,0.3333,1,1,0,1,0,high
2023,3,154,1733,11,11,1,20,250,0.0889,0.088,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,85,1098,12,15,1,11,149,0.0774,0.1812,0,1,0,1,1,0,1,0,medium
2023,3,76,1228,20,23,1,10,161,0.0619,0.2671,0.3333,1,0.3333,1,1,0,1,0,high
2023,3,84,1073,15,19,1,12,149,0.0783,0.2282,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,76,1970,20,25,1,10,294,0.0386,0.15310000000000001,0,0,0,1,1,1,0,0,medium
2022,4,143,1796,18,21,1,20,253,0.0796,0.1542,0,1,0,1,1,1,0,0,medium
2022,4,38,678,18,23,1,6,92,0.056,0.4457,0,1,0,1,1,1,0,0,medium
2022,4,96,1432,15,24,1,12,201,0.067,0.194,0,1,0,0,0,0,0,1,medium
2024,2,85,1799,11,12,1,11,252,0.0472,0.0913,0.6667,0,0.6667,0,0,0,0,1,high
2022,4,132,1906,17,23,1,17,273,0.0693,0.1465,0,1,0,1,1,0,1,0,medium
2022,4,38,1036,10,11,1,5,142,0.0367,0.1479,0,1,0,1,1,1,0,0,medium
2023,3,70,1634,14,19,1,8,230,0.0428,0.1435,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,86,1017,18,18,1,8,140,0.0846,0.2571,0,1,0,1,1,0,1,0,medium
2024,2,64,1553,11,12,1,8,202,0.0412,0.1139,0.6667,0,0.6667,0,0,0,0,1,high
2023,3,119,1286,9,12,1,19,172,0.0925,0.1221,0.3333,0,0.3333,1,1,1,0,0,high
2022,4,89,980,13,18,1,10,140,0.0908,0.2214,0,0,0,0,0,0,0,1,medium
2022,4,91,1131,14,18,1,11,166,0.0805,0.1928,0,0,0,0,0,0,0,1,medium
2022,4,53,1271,3,3,1,8,172,0.0417,0.0349,0,0,0,1,1,1,0,0,medium
2023,3,86,2086,11,11,1,12,322,0.0412,0.0683,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,40,1178,8,11,1,6,172,0.034,0.1105,0,0,0,1,0,1,0,0,medium
2023,3,68,2327,11,12,1,8,326,0.0292,0.0706,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,124,1326,14,22,1,16,195,0.0935,0.1846,0,0,0,0,0,0,0,1,medium
2022,4,111,1296,14,19,1,13,184,0.0856,0.1793,0,1,0,1,1,0,1,0,medium
2022,4,111,1671,16,17,1,14,250,0.0664,0.132,0,1,0,1,0,0,1,0,medium
2022,4,145,1270,13,15,1,18,177,0.1142,0.1582,0,1,0,1,1,1,0,0,medium
2022,4,81,1850,17,22,1,9,257,0.0438,0.1518,0,0,0,1,0,1,0,0,medium
2024,2,59,1575,11,13,1,8,221,0.0375,0.1086,0.6667,1,0.6667,1,1,1,0,0,high
2022,4,53,598,8,9,1,8,90,0.0886,0.1889,0,0,0,1,1,1,0,0,medium
2022,4,108,2177,18,23,1,14,312,0.0496,0.1314,0,1,0,1,1,0,1,0,medium
2022,4,91,1246,13,16,1,15,173,0.073,0.1676,0,1,0,1,1,0,1,0,medium
2023,3,90,2980,8,10,1,15,449,0.0302,0.0401,0.3333,0,0.3333,1,1,1,0,0,high
2023,3,102,1476,11,18,1,12,222,0.0691,0.1306,0.3333,0,0.3333,1,0,1,0,0,high
2024,2,57,1137,9,11,1,9,160,0.0501,0.125,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,89,1293,20,30,1,12,179,0.0688,0.2793,0.3333,1,0.3333,1,0,0,1,0,high
2022,4,72,993,15,16,1,10,143,0.0725,0.2168,0,1,0,1,1,0,1,0,medium
2022,4,71,1669,9,10,1,10,238,0.0425,0.0798,0,1,0,0,0,0,0,1,medium
2022,4,91,985,15,19,1,14,143,0.0924,0.2378,0,1,0,1,1,1,0,0,medium
2022,4,86,1794,13,16,1,11,245,0.0479,0.1184,0,1,0,0,0,0,0,1,medium
2023,3,80,2008,11,12,1,11,293,0.0398,0.0785,0.3333,0,0.3333,1,1,0,1,0,high
2022,4,95,2267,13,17,1,10,301,0.0419,0.0997,0,1,0,1,1,1,0,0,medium
2022,4,77,1583,12,13,1,10,240,0.0486,0.1042,0,1,0,0,0,0,0,1,medium
2023,3,88,164,4,5,1,12,23,0.5366,0.3913,0.3333,1,0.3333,1,1,0,1,0,high
2023,3,88,434,14,18,1,7,54,0.2028,0.5926,0.3333,1,0.3333,1,0,0,1,0,high
2022,4,42,839,18,22,1,6,118,0.0501,0.339,0,0,0,1,0,0,1,0,medium
2022,4,60,1305,10,13,1,8,195,0.046,0.1179,0,1,0,1,0,0,1,0,medium
2022,4,34,1400,12,16,1,3,181,0.0243,0.1547,0,1,0,1,1,0,1,0,medium
2025,1,57,1486,9,25,1,8,204,0.0384,0.1667,1,1,1,0,0,0,0,1,high
2024,2,88,1044,15,19,1,11,146,0.0843,0.2329,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,64,1330,7,9,1,9,182,0.0481,0.0879,0.3333,1,0.3333,1,0,1,0,0,high
2022,4,50,732,9,12,1,8,100,0.0683,0.21,0,1,0,1,1,1,0,0,medium
2022,4,142,1196,18,22,1,19,150,0.1187,0.2667,0,1,0,1,1,0,1,0,medium
2022,4,116,3673,15,18,1,12,474,0.0316,0.0696,0,1,0,0,0,0,0,1,medium
2022,4,57,1083,12,18,1,9,156,0.0526,0.1923,0,1,0,1,0,0,1,0,medium
2023,3,144,1708,19,26,1,20,250,0.0843,0.18,0.3333,1,0.3333,1,1,1,0,0,high
2023,3,67,199,12,15,1,11,28,0.3367,0.9643,0.3333,0,0.3333,0,0,0,0,1,high
2024,2,69,1575,10,10,1,7,218,0.0438,0.0917,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,58,1888,17,21,1,8,282,0.0307,0.1348,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,28,1247,10,13,1,4,159,0.0225,0.1447,0,1,0,1,1,1,0,0,medium
2022,4,45,1461,13,15,1,6,221,0.0308,0.1267,0,1,0,1,0,0,1,0,medium
2024,2,113,1413,10,10,1,15,195,0.08,0.1026,0.6667,1,0.6667,1,1,0,1,0,high
2022,4,123,1398,10,11,1,14,203,0.088,0.1034,0,0,0,1,1,0,1,0,medium
2023,3,114,1614,10,10,1,14,230,0.0706,0.087,0.3333,1,0.3333,1,0,0,1,0,high
2023,3,79,878,7,7,1,10,122,0.09,0.1148,0.3333,0,0.3333,0,0,0,0,1,high
2024,2,99,1642,13,19,1,12,221,0.0603,0.1448,0.6667,1,0.6667,1,0,0,1,0,high
2023,3,57,1443,13,20,1,8,215,0.0395,0.1535,0.3333,0,0.3333,1,1,1,0,0,high
2024,2,84,1267,9,15,1,11,169,0.0663,0.142,0.6667,0,0.6667,1,0,0,1,0,high
2022,4,99,1227,13,14,1,12,171,0.0807,0.1579,0,1,0,1,1,1,0,0,medium
2023,3,58,698,14,15,1,8,97,0.0831,0.299,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,105,1578,18,19,1,13,230,0.0665,0.1609,0,1,0,1,1,1,0,0,medium
2022,4,103,1061,13,16,1,12,152,0.0971,0.1908,0,1,0,1,1,1,0,0,medium
2022,4,74,1098,12,15,1,9,147,0.0674,0.1837,0,1,0,1,1,1,0,0,medium
2022,4,100,1564,14,16,1,12,228,0.0639,0.1316,0,0,0,0,0,0,0,1,medium
2024,2,59,1086,14,19,1,8,150,0.0543,0.22,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,111,1586,11,11,1,16,231,0.07,0.0952,0.3333,1,0.3333,1,1,0,1,0,high
2023,3,63,1605,14,18,1,8,221,0.0393,0.1448,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,82,1210,16,24,1,10,180,0.0678,0.2222,0,1,0,1,1,0,1,0,medium
2024,2,72,1885,15,18,1,9,258,0.0382,0.1279,0.6667,1,0.6667,1,1,0,1,0,high
2022,4,121,1419,18,18,1,11,193,0.0853,0.1865,0,1,0,0,0,0,0,1,medium
2023,3,40,966,10,12,1,5,136,0.0414,0.1618,0.3333,1,0.3333,0,0,0,0,1,high
2022,4,116,1029,11,15,1,15,149,0.1127,0.1745,0,0,0,1,1,1,0,0,medium
2023,3,123,2014,5,5,1,14,276,0.0611,0.0362,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,60,1394,14,25,1,7,199,0.043,0.196,0,1,0,1,1,0,1,0,medium
2022,4,84,1235,16,16,1,11,175,0.068,0.1829,0,1,0,1,1,0,1,0,medium
2022,4,97,1426,18,21,1,12,189,0.068,0.2063,0,1,0,1,1,0,1,0,medium
2022,4,68,1751,11,14,1,9,224,0.0388,0.1116,0,1,0,1,1,1,0,0,medium
2022,4,60,1308,16,23,1,8,173,0.0459,0.2254,0,1,0,1,1,0,1,0,medium
2022,4,48,1433,14,19,1,7,211,0.0335,0.1564,0,0,0,1,1,1,0,0,medium
2022,4,34,1509,9,11,1,4,213,0.0225,0.0939,0,1,0,1,1,1,0,0,medium
2022,4,86,1437,11,11,1,9,190,0.0598,0.1158,0,1,0,1,1,0,1,0,medium
2022,4,73,1951,17,20,1,11,276,0.0374,0.1341,0,1,0,1,1,0,1,0,medium
2023,3,94,2278,12,19,1,12,319,0.0413,0.0972,0.3333,1,0.3333,1,1,0,1,0,high
2023,3,102,886,8,10,1,12,117,0.1151,0.1538,0.3333,1,0.3333,0,0,0,0,1,high
2023,3,65,1462,10,17,1,11,213,0.0445,0.1268,0.3333,1,0.3333,1,1,1,0,0,high
2023,3,74,1493,12,22,1,9,225,0.0496,0.1511,0.3333,1,0.3333,1,0,0,1,0,high
2022,4,118,1510,10,13,1,14,221,0.0781,0.1041,0,1,0,0,0,0,0,1,medium
2024,2,91,1038,14,18,1,11,149,0.0877,0.2148,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,98,1495,8,9,1,15,228,0.0656,0.0746,0.3333,0,0.3333,1,0,0,1,0,high
2022,4,60,1261,20,24,1,9,195,0.0476,0.2256,0,1,0,1,1,1,0,0,medium
2022,4,97,1401,15,20,1,12,195,0.0692,0.1795,0,1,0,1,1,0,1,0,medium
2022,4,102,853,8,8,1,12,117,0.1196,0.1368,0,1,0,1,1,0,1,0,medium
2023,3,53,1031,15,15,1,6,137,0.0514,0.219,0.3333,1,0.3333,0,0,0,0,1,high
2023,3,90,995,12,14,1,11,125,0.0905,0.208,0.3333,0,0.3333,0,0,0,0,1,high
2023,3,41,2186,6,10,1,7,326,0.0188,0.0491,0.3333,0,0.3333,1,1,0,1,0,high
2022,4,79,960,18,29,1,7,127,0.0823,0.3701,0,0,0,1,1,0,1,0,medium
2023,3,93,1802,14,22,1,13,263,0.0516,0.1369,0.3333,1,0.3333,0,0,0,0,1,high
2023,3,120,1394,15,19,1,22,215,0.0861,0.1581,0.3333,1,0.3333,1,0,1,0,0,medium
2022,4,81,1041,15,22,1,9,149,0.0778,0.2483,0,1,0,0,0,0,0,1,medium
2022,4,70,1705,4,6,1,12,244,0.0411,0.041,0,1,0,1,1,0,1,0,medium
2022,4,82,955,13,16,1,11,127,0.0859,0.2283,0,0,0,1,1,1,0,0,medium
2022,4,144,1066,15,19,1,17,146,0.1351,0.2329,0,1,0,1,1,1,0,0,medium
2022,4,102,127,14,17,1,16,23,0.8031,1.3478,0,1,0,1,1,0,1,0,medium
2024,2,116,1385,16,21,1,13,183,0.0838,0.2022,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,98,1529,11,12,1,14,207,0.0641,0.1111,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,68,1937,10,13,1,10,288,0.0351,0.0799,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,62,1140,13,20,1,9,174,0.0544,0.1897,0,1,0,1,1,1,0,0,medium
2022,4,112,1633,11,14,1,15,243,0.0686,0.1029,0,1,0,1,1,1,0,0,medium
2024,2,28,1141,13,18,1,4,163,0.0245,0.1902,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,71,1520,13,15,1,7,196,0.0467,0.1429,0.3333,1,0.3333,1,1,0,1,0,medium
2022,4,71,1517,10,12,1,9,199,0.0468,0.1106,0,1,0,1,1,1,0,0,medium
2022,4,48,1586,10,17,1,4,219,0.0303,0.1233,0,0,0,0,0,0,0,1,medium
2022,4,95,907,12,15,1,14,140,0.1047,0.1929,0,1,0,1,0,0,1,0,medium
2023,3,81,1612,5,5,1,10,226,0.0502,0.0442,0.3333,0,0.3333,1,1,0,1,0,medium
2022,4,53,1032,9,16,1,8,151,0.0514,0.1656,0,0,0,1,1,0,1,0,medium
2022,4,27,1530,8,13,1,4,226,0.0176,0.0929,0,1,0,1,0,0,1,0,medium
2024,2,112,1594,7,8,1,17,241,0.0703,0.0622,0.6667,0,0.6667,1,0,1,0,0,high
2022,4,73,2117,8,8,1,9,283,0.0345,0.0565,0,0,0,0,0,0,0,1,medium
2025,1,113,1036,12,12,1,12,133,0.1091,0.1805,1,1,1,1,1,0,1,0,high
2024,2,40,940,10,12,1,7,135,0.0426,0.163,0.6667,0,0.6667,1,1,0,1,0,high
2023,3,84,1952,11,13,1,10,280,0.043,0.0857,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,116,1294,10,15,1,12,175,0.0896,0.1429,0,1,0,1,1,0,1,0,medium
2022,4,89,1428,13,18,1,11,198,0.0623,0.1566,0,0,0,0,0,0,0,1,medium
2023,3,107,1089,11,14,1,11,163,0.0983,0.1534,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,68,778,20,25,1,9,108,0.0874,0.4167,0.3333,1,0.3333,0,0,0,0,1,medium
2022,4,64,1085,13,17,1,7,141,0.059,0.2128,0,0,0,1,1,0,1,0,medium
2022,4,103,667,9,9,1,11,95,0.1544,0.1895,0,1,0,1,1,1,0,0,medium
2022,4,50,851,8,14,1,7,128,0.0588,0.1719,0,0,0,1,1,0,1,0,medium
2023,3,105,2094,12,14,1,14,288,0.0501,0.0903,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,54,862,19,22,1,7,116,0.0626,0.3534,0,1,0,1,1,0,1,0,medium
2022,4,112,2251,15,18,1,13,307,0.0498,0.1075,0,1,0,1,0,0,1,0,medium
2024,2,232,2839,20,28,1,32,407,0.0817,0.1179,0.6667,0,0.6667,1,1,1,0,0,high
2022,4,66,1842,10,10,1,6,250,0.0358,0.08,0,1,0,1,1,0,1,0,medium
2022,4,96,2227,14,19,1,12,332,0.0431,0.0994,0,1,0,1,0,1,0,0,medium
2024,2,99,1746,10,10,1,13,246,0.0567,0.0813,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,92,1586,11,13,1,11,227,0.058,0.1057,0.3333,1,0.3333,0,0,0,0,1,medium
2023,3,106,134,9,11,1,17,15,0.791,1.3333,0.3333,0,0.3333,1,1,1,0,0,medium
2022,4,96,2149,6,6,1,10,298,0.0447,0.0403,0,1,0,1,1,1,0,0,medium
2025,1,49,1335,4,4,1,7,200,0.0367,0.04,1,0,1,1,1,0,1,0,high
2024,2,56,1461,7,7,1,9,198,0.0383,0.0707,0.6667,0,0.6667,1,1,0,1,0,high
2023,3,115,1228,14,23,1,17,182,0.0936,0.2033,0.3333,1,0.3333,1,0,0,1,0,medium
2022,4,54,1338,10,12,1,8,196,0.0404,0.1122,0,0,0,0,0,0,0,1,medium
2022,4,79,1060,16,23,1,8,154,0.0745,0.2532,0,1,0,1,1,0,1,0,medium
2022,4,98,1683,14,20,1,13,254,0.0582,0.1339,0,1,0,1,0,0,1,0,medium
2022,4,115,1064,12,16,1,15,151,0.1081,0.1854,0,1,0,1,1,0,1,0,medium
2022,4,90,1713,6,7,1,11,250,0.0525,0.052,0,1,0,1,1,0,1,0,medium
2022,4,87,1268,11,14,1,11,173,0.0686,0.1445,0,1,0,1,1,0,1,0,medium
2024,2,92,2086,7,8,1,12,279,0.0441,0.0538,0.6667,0,0.6667,0,0,0,0,1,high
2023,3,86,1456,15,15,1,11,198,0.0591,0.1515,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,45,583,9,13,1,7,85,0.0772,0.2588,0.3333,0,0.3333,1,1,1,0,0,medium
2022,4,113,1420,11,13,1,13,190,0.0796,0.1263,0,1,0,1,1,0,1,0,medium
2022,4,67,1323,10,14,1,9,198,0.0506,0.1212,0,1,0,1,1,1,0,0,medium
2022,4,70,1931,16,19,1,9,277,0.0363,0.1264,0,1,0,1,1,1,0,0,medium
2024,2,76,954,16,21,1,11,133,0.0797,0.2782,0.6667,1,0.6667,1,1,0,1,0,high
2022,4,96,1041,12,16,1,12,145,0.0922,0.1931,0,1,0,1,1,0,1,0,medium
2022,4,90,1363,8,8,1,11,201,0.066,0.0796,0,1,0,1,1,0,1,0,medium
2022,4,99,1126,13,14,1,11,151,0.0879,0.1788,0,1,0,1,1,1,0,0,medium
2022,4,81,1046,13,17,1,10,154,0.0774,0.1948,0,1,0,1,1,1,0,0,medium
2022,4,118,1243,12,16,1,15,173,0.0949,0.1618,0,1,0,1,1,1,0,0,medium
2023,3,68,2206,11,13,1,10,343,0.0308,0.07,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,45,809,12,18,1,9,120,0.0556,0.25,0.3333,0,0.3333,0,0,0,0,1,medium
2022,4,75,1205,21,25,1,11,176,0.0622,0.2614,0,0,0,1,1,0,1,0,medium
2022,4,69,1049,13,15,1,7,156,0.0658,0.1795,0,1,0,1,1,1,0,0,medium
2022,4,90,2349,10,12,1,13,338,0.0383,0.0651,0,0,0,1,1,0,1,0,medium
2024,2,34,1308,14,18,1,3,189,0.026,0.1693,0.6667,1,0.6667,0,0,0,0,1,high
2023,3,108,1968,7,9,1,15,293,0.0549,0.0546,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,76,1222,29,36,1,10,170,0.0622,0.3824,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,80,838,11,19,1,10,118,0.0955,0.2542,0.3333,0,0.3333,1,1,1,0,0,medium
2023,3,124,2387,9,11,1,14,320,0.0519,0.0625,0.3333,1,0.3333,1,0,0,1,0,medium
2022,4,78,1137,8,22,1,10,168,0.0686,0.1786,0,1,0,1,1,1,0,0,medium
2022,4,71,1276,11,11,1,10,177,0.0556,0.1243,0,1,0,1,1,1,0,0,medium
2022,4,109,1016,17,25,1,14,138,0.1073,0.3043,0,1,0,1,1,0,1,0,medium
2022,4,49,703,12,16,1,6,100,0.0697,0.28,0,1,0,1,1,1,0,0,medium
2023,3,87,1432,13,14,1,8,216,0.0608,0.125,0.3333,0,0.3333,0,0,0,0,1,medium
2022,4,88,1708,14,16,1,11,238,0.0515,0.1261,0,1,0,0,0,0,0,1,medium
2022,4,35,760,10,13,1,5,104,0.0461,0.2212,0,0,0,1,1,1,0,0,medium
2022,4,127,2486,14,15,1,15,343,0.0511,0.0845,0,1,0,1,1,0,1,0,medium
2022,4,100,1210,12,15,1,14,180,0.0826,0.15,0,1,0,0,0,0,0,1,medium
2024,2,65,1405,6,8,1,8,188,0.0463,0.0745,0.6667,1,0.6667,0,0,0,0,1,high
2023,3,98,1139,12,16,1,10,147,0.086,0.1905,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,65,1309,16,18,1,10,191,0.0497,0.178,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,86,1982,14,16,1,13,284,0.0434,0.1056,0,1,0,0,0,0,0,1,medium
2022,4,107,2177,14,18,1,16,310,0.0492,0.1032,0,1,0,1,0,0,1,0,medium
2022,4,94,1304,17,18,1,12,177,0.0721,0.1977,0,1,0,1,1,1,0,0,medium
2023,3,133,971,13,15,1,18,146,0.137,0.1918,0.3333,1,0.3333,1,1,0,1,0,medium
2022,4,87,1578,19,26,1,12,229,0.0551,0.1965,0,1,0,1,1,0,1,0,medium
2024,2,77,179,8,8,1,10,25,0.4302,0.64,0.6667,1,0.6667,1,1,0,1,0,high
2024,2,54,1518,3,3,1,8,195,0.0356,0.0308,0.6667,0,0.6667,1,1,0,1,0,high
2023,3,98,1898,9,12,1,12,252,0.0516,0.0833,0.3333,1,0.3333,1,0,1,0,0,medium
2022,4,93,1976,13,15,1,11,286,0.0471,0.0979,0,1,0,1,1,1,0,0,medium
2023,3,40,1146,9,10,1,6,163,0.0349,0.1166,0.3333,1,0.3333,1,1,1,0,0,medium
2024,2,74,1727,14,16,1,10,247,0.0428,0.1215,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,63,2399,17,19,1,9,325,0.0263,0.1108,0.3333,0,0.3333,1,1,1,0,0,medium
2022,4,67,1258,11,12,1,8,152,0.0533,0.1513,0,1,0,1,1,1,0,0,medium
2022,4,78,245,10,11,1,10,35,0.3184,0.6,0,1,0,1,1,0,1,0,medium
2024,2,61,1426,11,13,1,7,195,0.0428,0.1231,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,155,1975,5,5,1,18,291,0.0785,0.0344,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,57,1195,7,7,1,8,166,0.0477,0.0843,0.3333,0,0.3333,0,0,0,0,1,medium
2023,3,95,1420,12,14,1,14,216,0.0669,0.1204,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,73,1201,9,10,1,12,163,0.0608,0.1166,0,1,0,1,1,1,0,0,medium
2023,3,78,1418,12,18,1,12,210,0.055,0.1429,0.3333,0,0.3333,1,1,1,0,0,medium
2022,4,102,1419,13,17,1,13,199,0.0719,0.1508,0,1,0,1,1,1,0,0,medium
2022,4,76,1196,10,13,1,11,168,0.0635,0.1369,0,1,0,1,1,0,1,0,medium
2022,4,67,1561,14,17,1,7,213,0.0429,0.1455,0,1,0,1,1,1,0,0,medium
2022,4,54,1012,8,8,1,8,136,0.0534,0.1176,0,1,0,1,1,1,0,0,medium
2022,4,93,1504,8,9,1,12,199,0.0618,0.0854,0,0,0,1,1,0,1,0,medium
2022,4,118,1271,7,7,1,16,186,0.0928,0.0753,0,0,0,1,1,1,0,0,medium
2023,3,41,1477,6,7,1,6,201,0.0278,0.0647,0.3333,0,0.3333,1,1,1,0,0,medium
2023,3,58,695,10,10,1,9,99,0.0835,0.202,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,179,1321,9,9,1,22,177,0.1355,0.1017,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,101,1270,12,18,1,16,182,0.0795,0.1648,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,105,1459,12,14,1,14,187,0.072,0.139,0,0,0,1,0,0,1,0,medium
2022,4,68,1227,15,17,1,8,162,0.0554,0.1975,0,1,0,1,1,1,0,0,medium
2022,4,75,1326,6,6,1,10,190,0.0566,0.0632,0,1,0,1,1,1,0,0,medium
2022,4,81,1280,16,17,1,11,173,0.0633,0.1908,0,1,0,0,0,0,0,1,medium
2022,4,94,307,8,8,1,15,42,0.30620000000000003,0.381,0,0,0,1,1,1,0,0,medium
2024,2,138,1363,12,19,1,16,183,0.1012,0.1694,0.6667,1,0.6667,1,1,0,1,0,high
