publication_year,paper_age,title_length,abstract_length,keyword_count,concept_count,has_doi,title_word_count,abstract_word_count,title_to_abstract_ratio,text_richness,recency_score,abstract_keyword_overlap,publication_year_norm,is_open_access_int,has_fulltext_int,oa_cat_fully_open,oa_cat_partially_open,oa_cat_closed,impact_tier
2022,4,54,818,17,19,1,6,116,0.066,0.3103,0,1,0,0,0,0,0,1,low
2022,4,70,1016,9,9,1,9,150,0.0689,0.12,0,1,0,0,0,0,0,1,low
2022,4,104,1738,19,25,1,14,237,0.0598,0.1857,0,0,0,1,1,0,1,0,low
2024,2,82,1492,9,10,1,13,192,0.055,0.099,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,73,1750,8,8,1,8,227,0.0417,0.0705,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,101,1259,5,5,1,14,185,0.0802,0.0541,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,83,1476,20,27,1,12,199,0.0562,0.2362,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,163,1741,18,20,1,20,252,0.0936,0.1508,0,1,0,1,1,1,0,0,low
2022,4,68,1389,8,9,1,9,180,0.049,0.0944,0,1,0,1,1,0,1,0,low
2024,2,74,1581,15,17,1,7,198,0.0468,0.1616,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,91,1085,8,11,1,8,139,0.0839,0.1367,0.3333,1,0.3333,0,0,0,0,1,medium
2023,3,69,1309,9,11,1,9,181,0.0527,0.1105,0.3333,1,0.3333,1,1,0,1,0,medium
2022,4,28,2332,15,17,1,4,335,0.012,0.0955,0,0,0,0,0,0,0,1,low
2022,4,56,1402,16,20,1,8,205,0.0399,0.1756,0,0,0,1,1,0,1,0,low
2022,4,70,1419,11,13,1,9,196,0.0493,0.1224,0,1,0,1,1,1,0,0,low
2022,4,73,752,12,16,1,10,108,0.0971,0.2593,0,1,0,1,1,0,1,0,low
2022,4,112,1519,11,14,1,13,194,0.0737,0.1289,0,1,0,1,1,1,0,0,low
2022,4,70,988,9,9,1,9,134,0.0709,0.1343,0,1,0,1,1,1,0,0,low
2024,2,58,1354,17,25,1,8,200,0.0428,0.21,0.6667,1,0.6667,1,0,0,1,0,high
2023,3,58,2664,14,21,1,9,384,0.0218,0.0911,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,43,586,14,20,1,7,95,0.0734,0.3579,0.3333,1,0.3333,1,0,1,0,0,medium
2023,3,46,1075,13,16,1,6,147,0.0428,0.1973,0.3333,0,0.3333,1,1,1,0,0,medium
2022,4,121,1314,14,17,1,15,199,0.0921,0.1558,0,1,0,0,0,0,0,1,low
2022,4,69,1010,9,16,1,9,146,0.0683,0.1712,0,0,0,0,0,0,0,1,low
2022,4,45,1038,15,18,1,6,142,0.0434,0.2324,0,1,0,0,0,0,0,1,low
2022,4,105,965,9,11,1,13,139,0.1088,0.1439,0,0,0,1,1,0,1,0,low
2022,4,119,1729,11,14,1,16,244,0.0688,0.1025,0,1,0,1,0,1,0,0,low
2022,4,85,1007,14,19,1,9,128,0.0844,0.2578,0,1,0,0,0,0,0,1,low
2022,4,121,1700,12,16,1,16,231,0.0712,0.1212,0,1,0,1,1,0,1,0,low
2022,4,83,1776,11,17,1,8,246,0.0467,0.1138,0,1,0,1,1,1,0,0,low
2024,2,101,1280,6,7,1,15,179,0.0789,0.0726,0.6667,1,0.6667,1,1,1,0,0,high
2024,2,55,1002,19,22,1,6,130,0.0549,0.3154,0.6667,0,0.6667,1,1,0,1,0,high
2023,3,51,1283,17,19,1,5,169,0.0398,0.213,0.3333,0,0.3333,1,1,1,0,0,medium
2022,4,58,1039,10,10,1,9,137,0.0558,0.146,0,1,0,0,0,0,0,1,low
2022,4,109,1466,25,28,1,13,198,0.0744,0.2677,0,1,0,0,0,0,0,1,low
2022,4,136,1382,15,19,1,14,196,0.0984,0.1735,0,1,0,1,1,0,1,0,low
2023,3,82,2145,22,22,1,12,317,0.0382,0.1388,0.3333,1,0.3333,1,0,0,1,0,medium
2023,3,74,1676,9,11,1,12,247,0.0442,0.081,0.3333,0,0.3333,1,0,1,0,0,medium
2022,4,88,1016,11,16,1,12,131,0.0866,0.2061,0,1,0,1,0,1,0,0,low
2022,4,62,1627,9,14,1,10,260,0.0381,0.0885,0,1,0,1,1,1,0,0,low
2022,4,85,1503,9,12,1,9,195,0.0566,0.1077,0,0,0,1,1,0,1,0,low
2024,2,76,1202,15,17,1,10,159,0.0632,0.2013,0.6667,1,0.6667,1,0,0,1,0,high
2024,2,100,1387,5,6,1,13,184,0.0721,0.0598,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,119,1520,13,18,1,17,230,0.0783,0.1348,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,175,1346,9,13,1,24,198,0.13,0.1111,0.3333,1,0.3333,1,0,1,0,0,medium
2023,3,73,1321,16,23,1,8,198,0.0553,0.197,0.3333,0,0.3333,1,1,1,0,0,medium
2023,3,147,1786,14,18,1,20,264,0.0823,0.1212,0.3333,1,0.3333,1,0,0,1,0,medium
2022,4,93,1010,18,19,1,15,148,0.0921,0.25,0,1,0,1,1,1,0,0,low
2022,4,67,1498,11,13,1,10,200,0.0447,0.12,0,1,0,1,1,0,1,0,low
2022,4,115,1376,17,24,1,15,186,0.0836,0.2204,0,0,0,0,0,0,0,1,low
2022,4,70,741,17,22,1,9,105,0.0945,0.3714,0,1,0,1,1,0,1,0,low
2022,4,133,1618,20,25,1,16,218,0.0822,0.2064,0,1,0,0,0,0,0,1,low
2024,2,115,1682,7,8,1,15,229,0.0684,0.0655,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,137,1643,5,5,1,17,239,0.0834,0.0418,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,107,3279,8,11,1,13,449,0.0326,0.0423,0.3333,0,0.3333,1,1,1,0,0,medium
2023,3,91,1995,8,10,1,11,294,0.0456,0.0612,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,55,730,15,20,1,7,115,0.0753,0.3043,0,1,0,1,NA,0,1,0,low
2023,3,84,1715,16,19,1,14,273,0.049,0.1282,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,83,1008,10,13,1,13,136,0.0823,0.1691,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,118,2305,10,12,1,16,340,0.0512,0.0647,0.3333,0,0.3333,1,0,1,0,0,medium
2022,4,63,545,13,20,1,8,77,0.1156,0.4286,0,0,0,1,1,0,1,0,low
2022,4,79,117,13,14,1,12,15,0.6752,1.8,0,1,0,1,1,0,1,0,low
2022,4,59,1311,3,3,1,8,184,0.045,0.0326,0,1,0,0,0,0,0,1,low
2022,4,38,829,15,16,1,4,114,0.0458,0.2719,0,1,0,1,1,0,1,0,low
2022,4,52,845,11,14,1,7,132,0.0615,0.1894,0,1,0,0,0,0,0,1,low
2022,4,72,2198,12,13,1,9,313,0.0328,0.0799,0,1,0,1,1,1,0,0,low
2023,3,132,1882,14,18,1,15,267,0.0701,0.1199,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,73,1763,9,9,1,12,247,0.0414,0.0729,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,100,1113,8,9,1,14,153,0.0898,0.1111,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,77,1581,13,13,1,10,217,0.0487,0.1198,0.3333,1,0.3333,1,1,0,1,0,medium
2022,4,65,1582,17,22,1,8,218,0.0411,0.1789,0,0,0,1,1,0,1,0,low
2022,4,52,986,14,20,1,7,145,0.0527,0.2345,0,0,0,1,1,1,0,0,low
2022,4,89,1310,11,14,1,12,179,0.0679,0.1397,0,1,0,1,0,0,1,0,low
2023,3,73,1187,12,18,1,11,196,0.0615,0.15310000000000001,0.3333,1,0.3333,1,0,0,1,0,medium
2023,3,84,1360,7,7,1,10,184,0.0618,0.0761,0.3333,0,0.3333,1,1,1,0,0,medium
2023,3,122,1324,16,21,1,15,181,0.0921,0.2044,0.3333,1,0.3333,1,0,0,1,0,medium
2023,3,94,1240,4,8,1,14,173,0.0758,0.0694,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,112,1886,10,13,1,11,273,0.0594,0.0842,0,1,0,1,1,0,1,0,low
2022,4,162,1596,17,22,1,17,207,0.1015,0.1884,0,1,0,1,1,1,0,0,low
2022,4,131,2519,15,20,1,21,389,0.052,0.09,0,1,0,1,0,0,1,0,low
2022,4,73,1386,15,24,1,9,195,0.0527,0.2,0,1,0,1,1,0,1,0,low
2022,4,50,1000,20,24,1,6,146,0.05,0.3014,0,1,0,1,1,0,1,0,low
2022,4,126,1274,10,14,1,19,189,0.0989,0.127,0,1,0,1,1,1,0,0,low
2022,4,136,1253,15,21,1,18,162,0.1085,0.2222,0,1,0,0,0,0,0,1,low
2022,4,87,1254,11,14,1,14,193,0.0694,0.1295,0,1,0,1,1,1,0,0,low
2024,2,63,987,14,18,1,7,139,0.0638,0.2302,0.6667,1,0.6667,1,0,0,1,0,high
2023,3,100,2497,14,14,1,12,346,0.04,0.0809,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,140,1719,11,13,1,17,244,0.0814,0.0984,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,125,1034,8,12,1,14,138,0.1209,0.1449,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,44,1179,11,13,1,4,153,0.0373,0.1569,0.3333,1,0.3333,0,0,0,0,1,medium
2022,4,91,1765,15,18,1,13,248,0.0516,0.1331,0,1,0,1,1,1,0,0,low
2022,4,93,1275,16,21,1,11,168,0.0729,0.2202,0,1,0,1,1,1,0,0,low
2024,2,81,1370,11,12,1,12,197,0.0591,0.1168,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,32,1028,15,17,1,3,144,0.0311,0.2222,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,102,1401,12,14,1,15,196,0.0728,0.1327,0.3333,1,0.3333,1,0,0,1,0,medium
2022,4,84,1222,10,10,1,9,163,0.0687,0.1227,0,1,0,1,1,1,0,0,low
2022,4,69,1634,9,10,1,7,221,0.0422,0.086,0,0,0,0,0,0,0,1,low
2022,4,82,1683,18,20,1,9,241,0.0487,0.1577,0,1,0,0,0,0,0,1,low
2023,3,88,1581,8,12,1,10,218,0.0557,0.0917,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,202,1314,16,22,1,22,192,0.1537,0.1979,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,55,825,10,12,1,7,116,0.0667,0.1897,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,24,1370,10,14,1,3,199,0.0175,0.1206,0.3333,1,0.3333,1,0,0,1,0,medium
2023,3,121,1821,11,16,1,16,255,0.0664,0.1059,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,119,1708,12,17,1,15,237,0.0697,0.1224,0,1,0,0,0,0,0,1,low
2022,4,120,1711,11,14,1,17,245,0.0701,0.102,0,1,0,1,1,0,1,0,low
2022,4,87,1052,15,17,1,11,157,0.0827,0.2038,0,1,0,1,1,0,1,0,low
2022,4,75,306,19,27,1,11,47,0.2451,0.9787,0,1,0,0,0,0,0,1,low
2022,4,103,1252,14,16,1,11,163,0.0823,0.184,0,1,0,1,1,1,0,0,low
2023,3,74,1189,12,14,1,10,151,0.0622,0.1722,0.3333,0,0.3333,1,1,0,1,0,medium
2022,4,82,1232,7,7,1,9,163,0.0666,0.0859,0,1,0,1,1,1,0,0,low
2022,4,137,1144,9,12,1,17,170,0.1198,0.1235,0,1,0,1,1,1,0,0,low
2022,4,88,1476,19,28,1,15,222,0.0596,0.2117,0,1,0,1,1,0,1,0,low
2022,4,85,1369,13,19,1,9,200,0.0621,0.16,0,0,0,1,1,0,1,0,low
2022,4,86,673,14,20,1,10,89,0.1278,0.382,0,1,0,0,0,0,0,1,low
2023,3,35,883,14,16,1,4,134,0.0396,0.2239,0.3333,0,0.3333,1,0,1,0,0,medium
2023,3,98,1200,3,3,1,13,166,0.0817,0.0361,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,84,2784,15,18,1,10,394,0.0302,0.0838,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,101,1528,8,12,1,12,194,0.0661,0.1031,0.3333,1,0.3333,0,0,0,0,1,medium
2022,4,60,1390,7,8,1,6,209,0.0432,0.0718,0,1,0,0,0,0,0,1,low
2022,4,37,703,13,19,1,5,104,0.0526,0.3077,0,1,0,0,0,0,0,1,low
2022,4,59,1013,9,11,1,8,135,0.0582,0.1481,0,1,0,1,1,1,0,0,low
2024,2,90,1941,8,11,1,12,270,0.0464,0.0704,0.6667,0,0.6667,1,1,1,0,0,high
2023,3,90,773,8,10,1,13,121,0.1164,0.1488,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,47,1558,9,11,1,6,223,0.0302,0.0897,0.3333,0,0.3333,1,1,0,1,0,medium
2023,3,112,1686,7,8,1,13,222,0.0664,0.0676,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,94,1423,5,6,1,9,200,0.0661,0.055,0,1,0,1,1,0,1,0,low
2022,4,82,1234,19,22,1,11,167,0.0665,0.2455,0,1,0,1,1,0,1,0,low
2022,4,93,1093,14,21,1,10,148,0.0851,0.2365,0,0,0,0,0,0,0,1,low
2023,3,79,1528,8,8,1,11,225,0.0517,0.0711,0.3333,1,0.3333,1,0,0,1,0,medium
2023,3,89,2359,12,16,1,13,339,0.0377,0.0826,0.3333,0,0.3333,0,0,0,0,1,medium
2022,4,70,1129,8,11,1,9,163,0.062,0.1166,0,1,0,1,1,1,0,0,low
2022,4,62,741,6,10,1,10,109,0.0837,0.1468,0,0,0,1,0,0,1,0,low
2022,4,111,1396,10,11,1,12,186,0.0795,0.1129,0,1,0,1,1,1,0,0,low
2022,4,51,1347,8,8,1,4,184,0.0379,0.087,0,1,0,0,0,0,0,1,low
2022,4,62,695,2,2,1,8,107,0.0892,0.0374,0,1,0,1,1,1,0,0,low
2024,2,106,1527,8,9,1,15,208,0.0694,0.0817,0.6667,0,0.6667,0,0,0,0,1,high
2023,3,61,1257,12,18,1,8,183,0.0485,0.1639,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,93,1038,13,14,1,12,127,0.0896,0.2126,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,108,1600,12,17,1,13,216,0.0675,0.1343,0.3333,1,0.3333,0,0,0,0,1,medium
2022,4,213,1119,13,15,1,23,150,0.1903,0.1867,0,1,0,1,1,1,0,0,low
2022,4,121,1066,11,16,1,15,150,0.1135,0.18,0,1,0,1,1,0,1,0,low
2022,4,65,1118,9,11,1,9,164,0.0581,0.122,0,0,0,1,1,0,1,0,low
2023,3,97,1112,13,15,1,11,161,0.0872,0.1739,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,80,1312,17,21,1,13,176,0.061,0.2159,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,72,1086,19,19,1,9,144,0.0663,0.2639,0.3333,0,0.3333,1,1,1,0,0,medium
2023,3,102,1379,14,19,1,13,215,0.074,0.1535,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,32,1243,11,18,1,5,183,0.0257,0.1585,0.3333,0,0.3333,1,1,1,0,0,medium
2023,3,145,1799,10,10,1,18,238,0.0806,0.084,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,102,1928,15,15,1,13,263,0.0529,0.1141,0,1,0,1,1,1,0,0,low
2022,4,94,1159,12,15,1,12,159,0.0811,0.1698,0,1,0,1,1,1,0,0,low
2022,4,51,1198,11,12,1,6,163,0.0426,0.1411,0,1,0,0,0,0,0,1,low
2022,4,58,1257,12,15,1,7,168,0.0461,0.1607,0,1,0,0,0,0,0,1,low
2022,4,105,2226,9,12,1,14,312,0.0472,0.0673,0,1,0,0,0,0,0,1,low
2022,4,99,1513,9,10,1,10,204,0.0654,0.0931,0,1,0,0,0,0,0,1,low
2022,4,62,2141,8,8,1,10,302,0.029,0.053,0,1,0,1,1,1,0,0,low
2024,2,96,1826,8,10,1,12,249,0.0526,0.0723,0.6667,1,0.6667,1,1,1,0,0,high
2022,4,89,1112,20,23,1,10,156,0.08,0.2756,0,1,0,1,1,1,0,0,low
2022,4,90,2225,8,8,1,14,332,0.0404,0.0482,0,1,0,0,0,0,0,1,low
2022,4,94,2131,7,8,1,12,280,0.0441,0.0536,0,0,0,1,1,0,1,0,low
2023,3,88,1529,15,26,1,10,230,0.0576,0.1783,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,39,926,14,17,1,4,129,0.0421,0.2403,0.3333,0,0.3333,1,0,0,1,0,medium
2023,3,64,1751,16,16,1,8,230,0.0366,0.1391,0.3333,1,0.3333,0,0,0,0,1,medium
2022,4,86,1784,11,17,1,12,267,0.0482,0.1049,0,1,0,1,1,1,0,0,low
2022,4,132,1614,10,15,1,15,210,0.0818,0.119,0,0,0,0,0,0,0,1,low
2022,4,78,1474,8,9,1,10,219,0.0529,0.0776,0,1,0,1,1,0,1,0,low
2022,4,91,1722,12,12,1,11,253,0.0528,0.0949,0,1,0,1,1,0,1,0,low
2024,2,75,1139,16,21,1,10,156,0.0658,0.2372,0.6667,1,0.6667,1,1,1,0,0,high
2024,2,106,1044,13,14,1,16,142,0.1015,0.1901,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,43,1045,10,12,1,6,157,0.0411,0.1401,0.3333,1,0.3333,1,0,0,1,0,medium
2023,3,92,1337,8,8,1,15,189,0.0688,0.0847,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,66,1323,13,21,1,10,179,0.0499,0.1899,0.3333,1,0.3333,1,1,0,1,0,medium
2022,4,85,652,11,12,1,11,95,0.1304,0.2421,0,1,0,0,0,0,0,1,low
2022,4,91,1237,12,13,1,16,193,0.0736,0.1295,0,1,0,1,1,1,0,0,low
2022,4,132,2912,12,16,1,15,389,0.0453,0.072,0,1,0,0,0,0,0,1,low
2022,4,85,1000,10,15,1,13,141,0.085,0.1773,0,1,0,1,1,1,0,0,low
2022,4,93,1401,15,21,1,11,190,0.0664,0.1895,0,1,0,1,1,1,0,0,low
2022,4,61,1598,9,10,1,7,214,0.0382,0.0888,0,1,0,0,0,0,0,1,low
2022,4,64,1192,10,11,1,8,182,0.0537,0.1154,0,0,0,1,0,0,1,0,low
2022,4,88,1253,13,15,1,9,161,0.0702,0.1739,0,1,0,1,1,1,0,0,low
2022,4,117,1189,16,20,1,17,157,0.0984,0.2293,0,1,0,1,0,0,1,0,low
2024,2,112,1148,9,11,1,14,168,0.0976,0.119,0.6667,1,0.6667,1,1,0,1,0,high
2024,2,89,892,15,17,1,8,110,0.0998,0.2909,0.6667,1,0.6667,0,0,0,0,1,high
2023,3,43,1852,16,17,1,3,250,0.0232,0.132,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,135,1095,21,28,1,21,174,0.1233,0.2816,0.3333,1,0.3333,1,0,0,1,0,medium
2022,4,56,1421,7,20,1,6,205,0.0394,0.1317,0,1,0,0,0,0,0,1,low
2022,4,120,1704,12,13,1,14,232,0.0704,0.10780000000000001,0,1,0,1,0,1,0,0,low
2022,4,54,2688,16,19,1,5,375,0.0201,0.0933,0,0,0,1,1,0,1,0,low
2022,4,104,1589,14,18,1,15,247,0.0654,0.1296,0,1,0,1,0,1,0,0,low
2022,4,124,1360,12,18,1,18,190,0.0912,0.1579,0,0,0,1,0,0,1,0,low
2023,3,89,1555,7,7,1,9,212,0.0572,0.066,0.3333,0,0.3333,0,0,0,0,1,medium
2023,3,92,1702,9,14,1,10,237,0.0541,0.097,0.3333,1,0.3333,0,0,0,0,1,medium
2023,3,69,1564,12,17,1,9,230,0.0441,0.1261,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,96,2301,20,23,1,13,327,0.0417,0.1315,0.3333,1,0.3333,1,0,1,0,0,medium
2023,3,63,1357,18,20,1,9,193,0.0464,0.1969,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,85,2221,7,7,1,11,324,0.0383,0.0432,0.3333,1,0.3333,1,0,0,1,0,medium
2023,3,67,1500,8,10,1,9,191,0.0447,0.0942,0.3333,1,0.3333,0,0,0,0,1,medium
2022,4,82,1653,10,13,1,11,234,0.0496,0.0983,0,1,0,0,0,0,0,1,low
2022,4,121,1175,8,8,1,19,173,0.103,0.0925,0,1,0,1,1,1,0,0,low
2024,2,77,1632,8,8,1,9,218,0.0472,0.0734,0.6667,1,0.6667,1,0,0,1,0,high
2024,2,142,1122,10,12,1,20,149,0.1266,0.1477,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,102,1354,15,17,1,14,194,0.0753,0.1649,0.3333,1,0.3333,0,0,0,0,1,medium
2023,3,106,1491,16,20,1,14,229,0.0711,0.1572,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,86,1683,21,29,1,12,252,0.0511,0.1984,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,61,1337,10,11,1,8,200,0.0456,0.105,0,1,0,1,1,0,1,0,low
2022,4,17,627,15,17,1,3,94,0.0271,0.3404,0,0,0,0,0,0,0,1,low
2022,4,76,1165,15,18,1,10,177,0.0652,0.1864,0,0,0,1,1,1,0,0,low
2022,4,65,615,13,14,1,10,77,0.1057,0.3506,0,1,0,1,1,0,1,0,low
2024,2,93,2083,15,19,1,11,294,0.0446,0.1156,0.6667,1,0.6667,1,1,0,1,0,high
2024,2,163,1113,10,10,1,20,149,0.1465,0.1342,0.6667,1,0.6667,0,0,0,0,1,high
2023,3,120,1483,8,9,1,16,227,0.0809,0.0749,0.3333,1,0.3333,1,0,0,1,0,medium
2023,3,88,883,11,15,1,11,122,0.0997,0.2131,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,78,673,8,10,1,12,93,0.1159,0.1935,0.3333,1,0.3333,1,1,0,1,0,medium
2022,4,56,1088,13,13,1,12,174,0.0515,0.1494,0,1,0,1,0,0,1,0,low
2022,4,50,1502,13,20,1,7,216,0.0333,0.1528,0,0,0,1,1,0,1,0,low
2024,2,66,1717,13,18,1,9,246,0.0384,0.126,0.6667,1,0.6667,1,1,1,0,0,high
2024,2,67,1680,8,9,1,9,227,0.0399,0.0749,0.6667,1,0.6667,0,0,0,0,1,high
2024,2,133,1948,4,6,1,17,248,0.0683,0.0403,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,78,1539,15,18,1,10,231,0.0507,0.1429,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,108,1452,9,11,1,14,195,0.0744,0.1026,0.3333,1,0.3333,0,0,0,0,1,medium
2022,4,110,1365,16,23,1,15,208,0.0806,0.1875,0,0,0,1,0,0,1,0,low
2022,4,69,1116,10,12,1,7,156,0.0618,0.141,0,0,0,0,0,0,0,1,low
2022,4,78,2135,11,12,1,11,312,0.0365,0.0737,0,1,0,1,1,1,0,0,low
2023,3,79,1639,10,18,1,11,238,0.0482,0.1176,0.3333,1,0.3333,0,0,0,0,1,medium
2023,3,76,1238,11,12,1,11,170,0.0614,0.1353,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,111,2574,7,12,1,14,402,0.0431,0.0473,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,51,986,13,14,1,8,140,0.0517,0.1929,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,65,847,10,14,1,10,119,0.0767,0.2017,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,110,1920,13,17,1,16,272,0.0573,0.1103,0.3333,0,0.3333,0,0,0,0,1,medium
2023,3,66,1417,12,21,1,10,205,0.0466,0.161,0.3333,0,0.3333,1,1,1,0,0,medium
2022,4,112,1387,15,18,1,13,209,0.0807,0.1579,0,1,0,1,1,1,0,0,low
2022,4,132,1602,11,13,1,15,206,0.0824,0.1165,0,1,0,0,0,0,0,1,low
2022,4,70,1192,11,11,1,9,146,0.0587,0.1507,0,0,0,1,1,1,0,0,low
2022,4,71,2376,9,12,1,8,349,0.0299,0.0602,0,0,0,0,0,0,0,1,low
2022,4,125,1528,13,14,1,12,199,0.0818,0.1357,0,1,0,0,0,0,0,1,low
2022,4,79,1589,9,11,1,10,221,0.0497,0.0905,0,1,0,0,0,0,0,1,low
2022,4,88,1153,14,18,1,13,155,0.0763,0.2065,0,1,0,1,1,0,1,0,low
2022,4,47,1489,13,16,1,5,200,0.0316,0.145,0,1,0,0,0,0,0,1,low
2024,2,96,381,11,14,1,14,56,0.252,0.4464,0.6667,0,0.6667,1,1,0,1,0,high
2023,3,78,1304,11,13,1,9,179,0.0598,0.1341,0.3333,1,0.3333,0,0,0,0,1,medium
2022,4,112,1333,8,25,1,16,198,0.084,0.1667,0,0,0,1,1,0,1,0,low
2022,4,41,2378,12,19,1,6,323,0.0172,0.096,0,1,0,1,1,0,1,0,low
2022,4,99,1261,13,17,1,12,182,0.0785,0.1648,0,1,0,0,0,0,0,1,low
2024,2,104,1272,10,16,1,14,170,0.0818,0.1529,0.6667,1,0.6667,1,0,0,1,0,high
2024,2,92,2836,14,19,1,12,388,0.0324,0.0851,0.6667,0,0.6667,1,1,0,1,0,high
2024,2,59,927,15,15,1,9,144,0.0636,0.2083,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,105,1110,10,13,1,13,166,0.0946,0.1386,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,60,1978,14,20,1,5,245,0.0303,0.1388,0.3333,0,0.3333,0,0,0,0,1,medium
2023,3,70,1083,19,24,1,8,162,0.0646,0.2654,0.3333,1,0.3333,1,0,1,0,0,medium
2022,4,88,1044,11,14,1,10,140,0.0843,0.1786,0,1,0,1,1,1,0,0,low
2022,4,90,1288,9,16,1,8,184,0.0699,0.1359,0,1,0,1,1,1,0,0,low
2022,4,104,1695,16,17,1,14,249,0.0614,0.1325,0,1,0,1,1,1,0,0,low
2022,4,48,856,13,18,1,6,123,0.0561,0.252,0,1,0,1,0,1,0,0,low
2023,3,57,1227,10,15,1,7,184,0.0465,0.1359,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,78,913,13,17,1,8,126,0.0854,0.2381,0,1,0,1,NA,1,0,0,low
2022,4,100,1049,19,22,1,12,149,0.0953,0.2752,0,1,0,0,0,0,0,1,low
2022,4,56,1468,11,16,1,7,208,0.0381,0.1298,0,1,0,0,0,0,0,1,low
2022,4,59,961,12,12,1,7,143,0.0614,0.1678,0,1,0,1,1,1,0,0,low
2022,4,121,1706,9,10,1,15,251,0.0709,0.0757,0,1,0,0,0,0,0,1,low
2024,2,110,1195,12,16,1,14,178,0.0921,0.1573,0.6667,1,0.6667,0,0,0,0,1,high
2023,3,67,904,20,23,1,9,126,0.0741,0.3413,0.3333,0,0.3333,0,0,0,0,1,medium
2023,3,113,1311,12,19,1,15,193,0.0862,0.1606,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,89,1183,12,16,1,12,164,0.0752,0.1707,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,42,949,17,19,1,8,152,0.0443,0.2368,0.3333,0,0.3333,1,0,0,1,0,medium
2023,3,131,1729,8,10,1,15,226,0.0758,0.0796,0.3333,1,0.3333,0,0,0,0,1,medium
2022,4,140,1912,17,22,1,17,261,0.0732,0.1494,0,1,0,0,0,0,0,1,low
2022,4,138,1079,18,24,1,14,150,0.1279,0.28,0,1,0,1,1,1,0,0,low
2022,4,89,879,13,13,1,9,117,0.1013,0.2222,0,1,0,0,0,0,0,1,low
2022,4,56,1271,12,19,1,8,188,0.0441,0.1649,0,1,0,1,1,0,1,0,low
2024,2,80,1762,12,14,1,12,241,0.0454,0.1079,0.6667,1,0.6667,1,1,0,1,0,high
2024,2,90,1521,5,5,1,10,198,0.0592,0.0505,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,97,1135,13,15,1,15,163,0.0855,0.1718,0.3333,1,0.3333,1,1,1,0,0,medium
